ID,English,Hebrew,Arabic
2716,"look-alike","דומה","يشبه"
2717,"look-alikes","דומים","متشابهون"
2718,"looked","הסתכל","نظر"
2719,"looked like","נראה כמו","بدا مثل"
2720,"looking at","מסתכל על","ينظر إلى"
2721,"looks","נראה","يبدو"
2722,"looks like","נראה כמו","يبدو مثل"
2723,"loot","שלל, ביזה","غنيمة"
2724,"lord","אדון","سيد"
2725,"lose (v)","להפסיד, לאבד","يخسر"
2726,"lose a job","לאבד עבודה","يخسر وظيفة"
2727,"lose contact","לאבד קשר","يفقد الاتّصال"
2728,"lose weight","לרדת במשקל","يفقد وزناً"
2729,"loser","מפסידן","خاسر"
2730,"losers","מפסידנים","خاسرون"
2731,"lost (lose) a job","איבד עבודה","خسر وظيفته"
2732,"lost (past tense of lose)","הפסיד, איבד","خسر"
2733,"lot (a lot of)","הרבה","كثير"
2734,"lot (n)","הרבה","كمّيّة كبيرة"
2735,"lots and lots","המון המון","الكثير الكثير"
2736,"lots more","הרבה יותר","أكثر بكثير"
2737,"lots of","הרבה","كمية كبيرة"
2738,"lots of places","הרבה מקומות","الكثير من الأماكن"
2739,"lots of things","הרבה דברים","أشياء كثيرة"
2740,"lottery","הגרלה","يانصيب"
2741,"loud (adj)","רועש, חזק","مرتفع"
2742,"louder (adj) (loud)","רועש יותר, חזק יותר","أكثر ضجيجاً"
2743,"loudly (adv)","בקול רם","بصوت عالٍ"
2744,"love (v)","לאהוב","يحب"
2745,"love at first sight","אהבה ממבט ראשון","الحبّ من أوّل نظرة"
2746,"loved","אהב","أحب"
2747,"lovely","יפה, נחמד, מקסים","جميل, لطيف, رائع"
2748,"loves","אוהב","يحب"
2749,"low","נמוך","منخفض"
2750,"low (adj)","נמוך","منخفض"
2751,"lowest (adj) (low)","הכי נמוך","الأكثر إنخفاضاً"
2752,"lowest (low)","הכי נמוך","الأدنى"
2753,"luck (n)","מזל","حظ"
2754,"luckily (adv)","למזלה הטוב","لحسن الحظ"
2755,"lucky","בר מזל","محظوظ"
2756,"lucky (adj)","בר מזל","محظوظ"
2757,"lunch (n)","ארוחת צהריים","وجبة غداء"
2758,"lunch box","קופסת אוכל","علبة طعام"
2759,"lunch break","הפסקת צהריים","إستراحة الغداء"
2760,"lute","כינורות (כלי נגינה)","عود (آلة موسيقية)"
2761,"lynx","שונר","وشق"
2762,"Maccabi","מכבי (אגודת ספורט)","مكابي (جمعية رياضية)"
2763,"Maccabi Games","משחקי מכביה","الألعاب الأولمبية اليهودية"
2764,"machine","מכונה","آلة, ماكينة"
2765,"machine (n)","מכונה","ماكينة"
2766,"mad (adj)","כועס מאוד","غاضب جداً"
2767,"made (past tense of make)","nan","nan"
2768,"made a lot of money","הרוויח הרבה כסף","ربح الكثير من المال"
2769,"made a plan","הכין תכנית","خطط, أعد خططاً مسبقة"
2770,"made an ad","הכין מודעה / פרסומת","أعد / إخترع, نشر"
2771,"made fun of","צחק מ-, ליגלג","سخر من"
2772,"made of","עשוי מ-","مصنوع من"
2773,"Madrid","מדריד","مدريد"
2774,"magazine","מגזין, כתב עת","مجلة"
2775,"magazine (n)","מגזין, כתב עת","مجلة"
2776,"magazines","מגזינים","مجلات"
2777,"magic","קסם","سحر"
2778,"magical","קסום","سحري"
2779,"magnet (n)","מגנט","مغناطيس"
2780,"mail","דואר","بريد"
2781,"main","עיקרי, ראשי","رئيسي"
2782,"main (adj)","עיקרי, ראשי","رئيسي, أساسي"
2783,"mainly","בעיקר","بشكل رئيسي"
2784,"maintenance (of)","תחזוקה (של)","صيانة (لـ)"
2785,"Majdal Shams","מג'דל שמס","مجدل شمس"
2786,"major","עיקרי, גדול","رئيسي, كبير"
2787,"major (adj)","עיקרי, ראשי","رئيسي, عام"
2788,"majority","רוב","أغلبية"
2789,"majority (of)","רוב, רוב גדול","أغلبية, معظم"
2790,"make (something) into","להפוך (משהו) ל-","يحول (شيء) إلى"
2791,"make (v)","לעשות, ליצור","يصنع, يجعل, يعمل"
2792,"make (your) bed","לסדר את המיטה","يرتب السرير"
2793,"make ... smile","לגרום ... לחייך","يجعل يبتسم"
2794,"make a deal","לעשות עסקה","يعقد صفقة"
2795,"make a decision","לקבל החלטה","يتخذ قراراً"
2796,"make a difference","לעשות שינוי","يحدث فارقاً"
2797,"make a fortune","להרוויח הון","يجني ثروة"
2798,"make a mistake","לעשות טעות","يخطئ"
2799,"make a phone call","להתקשר בטלפון","يجري مكالمة هاتفية"
2800,"make breakfast","לעשות ארוחות בוקר","يحضر وجبة إفطار"
2801,"make friends","לעשות ארוחות בוקר","يحضر وجبة الإفطار"
2802,"make fun of","לצחוק מ-, להתלוצץ על","يسخر من"
2803,"make life easy","להקל את החיים","يسهل الحياة"
2804,"make lunch","לעשות ארוחת צהריים","يحضر وجبة الغداء"
2805,"make money","להרוויח כסף","يكسب مالاً"
2806,"make noise","להרעיש, להקים רעש","يحدث ضجة, يصدر ضوضاء"
2807,"make sense","להיות הגיוני, לתת הגיון בדבר","يكون منطقيّاً"
2808,"make sure","לוודא","يتأكد"
2809,"make the team","להתקבל לקבוצה","يتأهّل للفريق"
2810,"make up","להמציא, לאפר","يخترع, يتصالح"
2811,"make-up artist","מאפרת","خبير مكياج"
2812,"makes","עושה, מכין","يصنع"
2813,"making","ייצור, הכנה","صنع"
2814,"mall (n)","קניון","مجمع تجاري"
2815,"man (n)","איש, גבר","رجل"
2816,"manage to","להצליח ל-","ينجح في"
2817,"manager","מנהל","مدير"
2818,"mango","מנגו","مانجو"
2819,"mango (n)","מנגו","مانجو"
2820,"manx","מאנקס (גזע חתול)","مانكس (نوع من القطط)"
2821,"many","הרבה","كثير"
2822,"many years ago","לפני שנים רבות","قبل سنوات طويلة"
2823,"map (n)","מפה","خريطة"
2824,"maps","מפות","خرائط"
2825,"marathon (n)","מרתון","ماراثون"
2826,"March","מרץ","آذار"
2827,"margarine","מרגרינה","مرجرين"
2828,"mark (n)","ציון, סימן","علامة"
2829,"mark (v)","לסמן","يعلّم"
2830,"marker","טוש","قلم تخطيط, قلم ألوان"
2831,"market (n)","שוק","سوق"
2832,"married (adj)","נשוי","متزوج"
2833,"marry","להתחתן","يتزوّج"
2834,"Mars","מאדים","المريخ"
2835,"martial arts","אמנות לחימה","فنون قتالية"
2836,"mat","שטיחון","سجادة صغيرة"
2837,"match (n)","משחק, התאמה","مباراة, رياضات"
2838,"match (v)","להתאים, להתמודד","يتطابق"
2839,"matches","גפרורים, משחקים","أعواد ثقاب, مباريات"
2840,"mate","חבר","صاحب, رفيق"
2841,"material","חומר","مادة"
2842,"math","מתמטיקה","رياضيات"
2843,"maximum","מרבי, מקסימום","الحد الأقصى"
2844,"May","מאי","أيار"
2845,"maybe","אולי","ربما"
2846,"mayonnaise","מיונז","مايونيز"
2847,"mayonnaise (n)","מיונז","مايونيز"
2848,"me","אותי, לי","أنا, لي"
2849,"meal","ארוחה","وجبة"
2850,"meals","ארוחות","وجبات"
2851,"mean (adj)","מרושע","خبيث, لئيم"
2852,"mean (v)","להתכוון","يعني, يقصد"
2853,"mean to","להתכוון ל-","يقصد"
2854,"meaning (n)","משמעות","معنى"
2855,"meanings","משמעויות","معاني"
2856,"meant (past tense of mean)","nan","nan"
2857,"measure (n)","מידה, צעד","قياس, إجراء"
2858,"meat (n)","בשר","لحم"
2859,"meat pie","פשטידת בשר","فطيرة لحمة"
2860,"meatballs","קציצות","كرات اللحم"
2861,"mechanic","מכונאי","ميكانيكي"
2862,"medal","מדליה","ميدالية"
2863,"medal (n)","מדליה","ميدالية"
2864,"medical (adj)","רפואי","طبي"
2865,"medical center","מרכז רפואי","مركز طبي"
2866,"medicine","רפואה, תרופה","دواء, طب"
2867,"Mediterranean Sea","הים התיכון","البحر الأبيض المتوسط"
2868,"medium","בינוני","متوسط"
2869,"meet (v)","לפגוש, להיפגש","يلتقي, يقابل"
2870,"meet friends","להיפגש עם חברים","يلتقي بأصدقاء"
2871,"meeting (n)","מפגש, פגישה","لقاء, إجتماع"
2872,"meets","פוגש","يلتقي"
2873,"melon (n)","מלון","شمام"
2874,"melt","להמס, להתמוסס","يذوب"
2875,"member","חבר","عضو"
2876,"memorize (v)","ללמוד בעל-פה","يحفظ عن ظهر قلب"
2877,"men (n)","גברים","رجال"
2878,"mental","נפשי, שכלי","عقلي, نفسي"
2879,"mention","להזכיר","يذكر"
2880,"mentioned","הזכיר","ذكر"
2881,"menu","תפריט","قائمة"
2882,"message","הודעה","رسالة"
2883,"message (n)","הודעה","رسالة"
2884,"messy (adj)","לא מסודר, מבולגן","فوضوي"
2885,"met (past tense of meet)","פגש","قابل, التقى"
2886,"metal","מתכת","معدن"
2887,"meter (n)","מטר","متر"
2888,"meters","מטרים","أمتار"
2889,"method","שיטה, דרך","طريقة, أسلوب"
2890,"Metulla","מטולה","المطلة"
2891,"Mexico","מקסיקו","المكسيك"
2892,"mice","עכברים","فئران"
2893,"Michigan","מישיגן","ميشيغان"
2894,"microphone","מיקרופון","ميكروفون"
2895,"microphone (n)","מיקרופון","ميكروفون"
2896,"microwave (n)","מיקרוגל","مايكرويف"
2897,"middle","אמצע","وسط, منتصف"
2898,"middle (n)","אמצע","وسط"
2899,"midnight (n)","חצות","منتصف الليل"
2900,"might","יכול, עלול","قد يمكن أن"
2901,"mile (n)","מייל","ميل"
2902,"military (n)","צבא, צבאי","عسكري, جيش"
2903,"milk (n)","חלב","حليب"
2904,"milkshake","מילקשייק","ميلك شيك, محلوق الحليب"
2905,"milkshake (n)","מילקשייק","ميلكشيك, محلوق الحليب"
2906,"million","מיליון","مليون"
2907,"millionaire","מיליונר","مليونير"
2908,"millions","מיליונים","ملايين"
2909,"mimic","לחקות, חיקוי","يحاكي, مقلد"
2910,"mind","שכל, דעת","عقل"
2911,"mine","שלי","لي, خاصتي"
2912,"mine (n)","מכרה","منجم"
2913,"mineral","מינרל, מחצב","معدن"
2914,"minerals","מינרלים","معادن"
2915,"mini-cars (n)","מכוניות זעירות","السيارات الصغيرة"
2916,"miniature (adj)","מיניאטורי","مصغر"
2917,"minimum","מינימום","الحد الأدنى"
2918,"minister","שר","وزير"
2919,"minor","קטן, משני","ثانوي, صغير"
2920,"minute (n)","דקה","دقيقة"
2921,"miracle","נס","معجزة"
2922,"mirror","מראה","مرآة"
2923,"miserable","אומלל, עלוב","بائس, تعيس"
2924,"miss","להתגעגע, לפספס","يفتقد, يشتاق"
2925,"miss (v)","לפספס, להתגעגע","يشتاق, يفتقد"
2926,"missing","חסר, נעדר","مفقود"
2927,"missing (adj)","חסר, נעדר","مفقود"
2928,"mission","משימה","مهمة"
2929,"mission control center","מרכז בקרת המשימות","مركز التحكم بالمهمة"
2930,"mistake (n)","טעות","خطأ, غلطة"
2931,"mistakes","טעויות","أخطاء"
2932,"Mitzpe Ramon","מצפה רמון","متسبي رامون"
2933,"mix","לערבב","يخلط"
2934,"mixture","תערובת","خليط"
2935,"model","דוגמן, דגם","نموذج, عارض أزياء"
2936,"model (n)","דגם, מודל","نموذج"
2937,"models","דוגמנים, דגמים","عارضون, نماذج"
2938,"modern","מודרני","حديث, عصري"
2939,"modern (adj)","מודרני","عصري, حديث"
2940,"mom (n)","אמא","أم"
2941,"moment","רגע","لحظة"
2942,"moment (n)","רגע","لحظة"
2943,"Monday","יום שני","يوم الإثنين"
2944,"money (n)","כסף","مال, نقود"
2945,"monkey (n)","קוף","قرد"
2946,"monster","מפלצת","وحش"
2947,"month (n)","חודש","شهر"
2948,"moon","ירח","قمر"
2949,"moon (n)","ירח","قمر"
2950,"moonlight","אור ירח","ضوء القمر"
2951,"more","יותר, עוד","أكثر"
2952,"more and more","יותר ויותר","أكثر وأكثر"
2953,"more likely","סביר יותר","من الأرجح"
2954,"more or less","פחות או יותר","أكثر أو أقل, تقريباً"
2955,"more than","יותר מ-","أكثر من"
2956,"morning (n)","בוקר","صباح"
2957,"mosaic","פסיפס","فسيفساء"
2958,"Moscow","מוסקבה","موسكو"
2959,"most","הכי, רוב","أكثر, معظم"
2960,"mostly","בעיקר","في الغالب"
2961,"mother (n)","אם, אמא","أم"
2962,"motive","מניע","دافع"
2963,"motor (n)","מנוע","محرك"
2964,"motorbike","אופנוע","دراجة نارية"
2965,"motorbike (n)","אופנוע","دراجة نارية"
2966,"motorcycle (n)","אופנוע","دراجة نارية"
2967,"Mount Everest","הר האוורסט","جبل إفرست"
2968,"Mount Hermon","הר החרמון","جبل الشيخ"
2969,"Mount Tabor","הר תבור","جبل الطابور"
2970,"mountain (n)","הר","جبل"
2971,"mousse","מוס","موس"
2972,"mouth (n)","פה","فم"
2973,"move (v)","לזוז, לעבור","يتحرك, ينتقل"
2974,"move around","להסתובב, לנוע","يتحرك, يتنقل"
2975,"move on (v)","להתקדם, לנוע","يتقدم, يتحرك"
2976,"movie (n)","סרט, עולם","فيلم"
2977,"movie theater","בית קולנוע","صالة سينما"
2978,"movies","סרטים","أفلام"
2979,"Mr.","מר","سيد"
2980,"Mrs.","גברת","السيدة"
2981,"Ms.","גברת","الآنسة"
2982,"much","הרבה","كثير"
2983,"much more","הרבה יותר","أكثر بكثير"
2984,"mud","בוץ","وحل, طين"
2985,"Munich","מינכן","ميونيخ"
2986,"mural","ציור קיר","لوحة جدارية"
2987,"murder","רצח","قتل, جريمة"
2988,"muscle","שריר","عضلة"
2989,"museum","מוזיאון","متحف"
2990,"museum (n)","מוזיאון","متحف"
2991,"museums","מוזיאונים","متاحف"
2992,"music (n)","מוסיקה","موسيقى"
2993,"musical","מחזמר","مسرحية غنائية"
2994,"musician","מוסיקאי","موسيقي"
2995,"must","חייב, צריך","يجب"
2996,"mustn't","אסור ל-, לא צריך","لا يجوز, ممنوع"
2997,"my","שלי","تابع لي"
2998,"my favorite food","האוכל האהוב עלי","أفضل طعامي الذي أحب"
2999,"myself","עצמי","بنفسي"
3000,"mysterious","מסתורי","غامض"
3001,"Nachal Amud","נחל עמוד","وادي عمود"
3002,"Nahariya","נהריה","نهاريا"
3003,"name (n)","שם","إسم"
3004,"name (v)","לקרוא שם ל-","يسمي, يذكر"
3005,"named","נקרא, בשם","يدعى"
3006,"named after","נקרא על שם","يسمى على إسم"
3007,"names","שמות","أسماء"
3008,"napkin","מפית","منديل"
3009,"napkins","מפיות","مناديل"
3010,"narrator","מספר","راوٍ"
3011,"nation (n)","עם, אומה","شعب"
3012,"national","לאומי","وطني"
3013,"national (adj)","לאומי","وطني"
3014,"nationality","לאום, אזרחות","جنسية"
3015,"natural","טבעי","طبيعي"
3016,"naturally","כמובן","بالطبع"
3017,"nature (n)","טבע","طبيعة"
3018,"nature reserve (n)","שמורת טבע","محمية طبيعية"
3019,"Nazareth","נצרת","الناصرة"
3020,"near","קרוב ל-","بجانب, بالقرب من"
3021,"near and far","קרוב ורחוק","قريب وبعيد"
3022,"nearby","קרוב","قريباً من, مجاور"
3023,"nearest (near)","הכי קרוב","الأقرب"
3024,"neat (adj)","מסודר","مرتب"
3025,"neatly","בצורה מסודרת","بشكل مرتب"
3026,"neatly (adv)","בצורה מסודרת","بشكل مرتب"
3027,"necessary","הכרחי, נחוץ","ضروري"
3028,"necessity","צורך","ضرورة, حاجة"
3029,"neck (n)","צוואר","رقبة"
3030,"necklace","שרשרת","عقد, قلادة"
3031,"need (n)","צורך, דרישה","حاجة"
3032,"need (v)","צריך, זקוק ל-","يحتاج إلى"
3033,"needs","צריך","يحتاج"
3034,"negative","שלילי, צרלה, שלילה","سلبي, صيغة النفي"
3035,"Negev","הנגב","النقب"
3036,"neighbor (n)","שכן","جار"
3037,"neighborhood (n)","שכונה","حي"
3038,"neither ... nor","לא ... ולא","لا ... ولا"
3039,"Nepal","נפאל","نيبال"
3040,"nervous","עצבני","متوتر, عصبي"
3041,"nervous (adj)","עצבני","متوتر"
3042,"nervously (adv)","בעצבנות","بعصبية"
3043,"nest (n)","קן","عش"
3044,"net","רשת","شبكة"
3045,"Netanya","נתניה","نتانيا"
3046,"network","רשת","شبكة"
3047,"never","אף פעם לא","أبداً"
3048,"never mind","לא משנה","لا يهم"
3049,"new (adj)","חדש","جديد"
3050,"New Jersey","ניו ג'רזי","نيو جيرسي"
3051,"New York","ניו יורק","نيويورك"
3052,"New Zealand","ניו זילנד","نيوزيلندا"
3053,"newer (adj) (new)","חדש יותר","أحدث"
3054,"newest (adj) (new)","החדש ביותר","الأحدث"
3055,"news (n)","חדשות, חדשה","أخبار"
3056,"news flash","חדשות מבזק","نشرة أخبار عاجلة"
3057,"newspaper (n)","עיתון","صحيفة"
3058,"newspapers","עיתונים","صحف"
3059,"next","הבא, הקרוב, אחרי, בעד נלך","التالي, بعد ذلك"
3060,"next time","בפעם הבאה","في المرة القادمة"
3061,"next to","ליד","بجانب"
3062,"next week","שבוע הבא","الأسبوع القادم"
3063,"Niagara Falls","מפלי ניאגרה","شلالات نياجرا"
3064,"nice (adj)","נחמד","لطيف, جميل"
3065,"Nice meeting you.","נעים מאוד, נשמח להכיר אותך","تشرفت بالتعرف عليك"
3066,"night (n)","לילה","ليل"
3067,"nightmare","סיוט","كابوس"
3068,"nighttime","לילה","وقت الليل"
3069,"nine","תשע","تسعة"
3070,"nineteen","תשע עשרה","تسعة عشر"
3071,"ninety","תשעים","تسعون"
3072,"ninth grade","כיתה ט'","الصفّ التاسع"
3073,"no","לא","لا"
3074,"no doubt","ללא ספק","بلا شك"
3075,"no idea","אין מושג","لا فكرة"
3076,"no longer","כבר לא","ليس بعد الآن"
3077,"no matter","לא משנה","بغضّ النظر"
3078,"no one","אף אחד","لا أحد"
3079,"no problem","אין בעיה","لا مشكلة"
3080,"No way","בשום אופן לא","مستحيل, على الإطلاق"
3081,"nobody","אף אחד","لا أحد"
3082,"nod","להנהן","يهز رأسه"
3083,"nod (v)","להנהן","يهز رأسه"
3084,"noise (n)","רעש","ضوضاء, ضجة"
3085,"noisier (adj) (noisy)","יותר רעשני","الأكثر ضجيجاً"
3086,"noisiest (adj) (noisy)","הכי רעשני","الأكثر ضجيجاً"
3087,"noisily (adv)","ברעש","بضجة, بضوضاء"
3088,"none","אף אחד לא","لا أحد, لا شيء"
3089,"noon (n)","צהריים","ظهيرة"
3090,"normal","רגיל, נורמלי","عادي, طبيعي"
3091,"north","צפון","شمال"
3092,"Norway","נורבגיה","النرويج"
3093,"not","לא","لا, ما"
3094,"not bad","לא רע","ليس سيئاً"
3095,"not make any difference","לא משנה, לא יכחיש","لا فرق, لا يؤثر"
3096,"not real","לא אמיתי","غير حقيقي"
3097,"not really","לא באמת","ليس حقاً"
3098,"note (n)","פתק","ملاحظة"
3099,"note (v)","לציין","يلاحظ, يشير إلى"
3100,"notebook (n)","מחברת","دفتر"
3101,"notes","רשימות, הערות","ملاحظات"
3102,"nothing (n)","שום דבר","لا شيء"
3103,"notice (v)","להבחין, לשים לב","يلاحظ"
3104,"noticeable","בולט, ניכר","ملحوظ, واضح"
3105,"noun (n)","שם עצם","إسم (اسم)"
3106,"novel","רומן","رواية"
3107,"novel (n)","רומן (ספר בדיוני)","رواية"
3108,"November","נובמבר","تشرين الثاني"
3109,"now","עכשיו","الآن"
3110,"nowhere","לא מקום","لا مكان, في أي مكان"
3111,"number (n)","מספר","رقم, عدد"
3112,"numbers","מספרים","أرقام"
3113,"nurse (n)","אחות (בבית חולים)","ممرضة"
3114,"nut (n)","אגוז","جوز, بندق"
3115,"obedient","ציית","مطيع"
3116,"obey","לציית","يطيع"
3117,"object (n)","חפץ","شيء, غرض"
3118,"observation","תצפית","ملاحظة، مشاهدة"
3119,"observe","לצפות, להבחין","يراقب، يلاحظ"
3120,"obvious","ברור, מובן מאליו","واضح"
3121,"obviously","כמובן, בבירור","بالطبع, بشكل واضح"
3122,"occur","להתרחש","يحدث"
3123,"ocean","אוקיינוס","محيط"
3124,"ocean (n)","אוקיינוס","محيط"
3125,"October","אוקטובר","تشرين الأول"
3126,"octopus (n)","תמנון","أخطبوط"
3127,"of","של, מ-, של, את","من"
3128,"of all ages","בכל הגילאים","في جميع الأعمار"
3129,"of course","כמובן","طبعاً"
3130,"of course not","כמובן שלא","طبعاً لا"
3131,"off","מן, מעל","من فوق"
3132,"off the top of my head","מהר, לאחר חשיבה קצרה","من رأسي مباشرة"
3133,"offer (n)","הצעה","عرض"
3134,"offer (n, v)","הצעה, להציע","عرض, يعرض"
3135,"offer (v)","להציע","يعرض"
3136,"office","משרד","مكتب"
3137,"office (n)","משרד","مكتب"
3138,"officer","קצין","ضابط"
3139,"official","רשמי","رسمي"
3140,"official business","עסקים רשמיים","أعمال رسمية"
3141,"official language","שפה רשמית","لغة رسمية"
3142,"often","לעיתים קרובות","غالباً"
3143,"Oh","הו, קריאת הפתעה","أوه"
3144,"Oh no!","אוי לא!","يا إلهي!"
3145,"Oh, no!","אוי לא!","يا إلهي!"
3146,"Ohio","אוהיו","أوهايو"
3147,"oil","שמן, נפט","زيت, نفط"
3148,"OK","בסדר","حسناً"
3149,"OK, okay","בסדר","حسناً, طيب"
3150,"old (adj)","ישן, מבוגר","قديم, شيخ, حسن"
3151,"Old City","העיר העתיקה","المدينة القديمة, البلدة القديمة"
3152,"old-fashioned","מיושן","عتيق الطراز"
3153,"older","מבוגר יותר","أكبر سنّاً"
3154,"older (adj) (old)","יותר מבוגר","أكبر سناً"
3155,"oldest (adj) (old)","הכי מבוגר","الأكبر سناً"
3156,"olive","זית","زيتون"
3157,"olives","זיתים","زيتون"
3158,"Olympic (adj)","אולימפי","أولمبي"
3159,"Olympic Games","המשחקים האולימפיים","الألعاب الأولمبية"
3160,"Olympic medal","מדליה אולימפית","ميدالية أولمبية"
3161,"Olympic sport","ספורט אולימפי","رياضة أولمبية"
3162,"omelet (n)","חביתה","عجة"
3163,"on","על, ב-","على"
3164,"on a regular basis","על בסיס קבוע","على أساس منتظم"
3165,"on fire","בוער, שעולה באש","يشتعل, يحترق"
3166,"on foot","ברגל","سيراً على الأقدام"
3167,"on her own","בעצמה, לבדה","بمفردها"
3168,"on my own","לבד","بمفردي"
3169,"on my side","בצד שלי","بجانبي"
3170,"on one's own","לבד, בעצמו","بمفرده, لوحده"
3171,"on purpose","בכוונה","عمداً"
3172,"on that street","ברחוב ההוא","في ذلك الشارع"
3173,"on the double","מיד, מהר","فوراً"
3174,"on the left","משמאל","على اليسار"
3175,"on the one hand","מצד אחד","من ناحية"
3176,"on the other hand","מצד שני","من ناحية أخرى"
3177,"on the right","מימין","على اليمين"
3178,"on the way","בדרך","في الطريق"
3179,"on the way to","בדרך ל-","في الطريق إلى"
3180,"on their way","בדרכם","في طريقهم"
3181,"on time","בזמן","في الوقت المحدد"
3182,"on your left","משמאלך","على يسارك"
3183,"on your right","מימינך","على يمينك"
3184,"once","פעם אחת","مرة واحدة"
3185,"once again","שוב, עוד פעם","مرة أخرى"
3186,"once in a while","מדי פעם","بين الحين والآخر"
3187,"Once there was","פעם היה","ذات مرة كان"
3188,"one","אחד","واحد"
3189,"one another","זה את זה, הדדי","بعضنا البعض"
3190,"one day","יום אחד","ذات يوم"
3191,"one end","קצה אחד","طرف واحد"
3192,"onion","בצל","بصل"
3193,"online","אינטרנט, מקוון","أون لاين, الإنترنت"
3194,"only","רק, בלבד","فقط"
3195,"Ontario","אונטריו","أونتاريو"
3196,"onto","על, מעל","على, فوق"
3197,"open (adj)","פתוח","مفتوح"
3198,"open (v)","לפתוח","يفتح"
3199,"opened","פתח","فتح"
3200,"opening","פתיחה","إفتتاح"
3201,"opening (n, v)","פתיחה, פתח, מפגש","فتحة, إفتتاح"
3202,"opening times","שעות פתיחה","أوقات الإفتتاح"
3203,"opera","אופרה","أوبرا"
3204,"Opera House","בית האופרה","دار الأوبرا"
3205,"operate","להפעיל","يشغل"
3206,"opinion (n)","דעה","رأي"
3207,"opinions","דעות","آراء"
3208,"opponent","יריב","خصم, منافس"
3209,"opportunity","הזדמנות","فرصة"
3210,"opposite","הפוך, מנגד","معاكس"
3211,"opposite (n)","הפוך, אנטיפוד","عكس, نقيض"
3212,"opposites","הפכים","كلمات عكسية, متضادات"
3213,"option","אפשרות","خيار"
3214,"optional","אופציונלי","إختياري"
3215,"or","או","أو"
3216,"orange","כתום, תפוז","برتقالي, برتقالة"
3217,"orange juice","מיץ תפוזים","عصير البرتقال"
3218,"orchestra","תזמורת","أوركسترا"
3219,"order (n)","סדר","ترتيب"
3220,"order (v)","להזמין","يطلب"
3221,"ordinary","רגיל","عادي"
3222,"organic","אורגני","عضوي"
3223,"organization","ארגון","منظمة"
3224,"organize","לארגן","ينظم"
3225,"organize (v)","לארגן","ينظم"
3226,"organized","מאורגן","منظّم"
3227,"organizer","מארגן","منظم"
3228,"origin","מקור","أصل"
3229,"original","מקורי","أصلي"
3230,"orphan","יתום","يتيم"
3231,"Oscars","פרסי אוסקר","جوائز الأوسكار"
3232,"other","אחר, אחר","الآخر, التاني"
3233,"other people","אנשים אחרים","أشخاص آخرون"
3234,"others","אחרים, יותר","آخرون, الآخرون"
3235,"otherwise","אחרת","وإلا"
3236,"ought","צריך, חייב","ينبغي"
3237,"oui (French for yes)","כן (בצרפתית)","نعم (بالفرنسية)"
3238,"our","שלנו","تابع لنا, خاص بنا"
3239,"ours","שלנו","لنا"
3240,"ourselves","עצמנו","بأنفسنا, بذاتنا"
3241,"out","החוצה, בחוץ","في الخارج, خارجاً"
3242,"out of the box","חשיבה יצירתית","خارج الصندوق"
3243,"out of the question","לא בא בחשבון","غير وارد"
3244,"outdoor","חוצות, חיצוני","في الخارج, خارجي"
3245,"outdoor (adj)","חיצוני","خارجي, في الهواء الطلق"
3246,"outdoors (adv)","בחוץ, מחוץ","في الهواء الطلق, خارجاً"
3247,"outside","בחוץ, מחוץ ל-","في الخارج"
3248,"outside-the-box","חשיבה חדשנית","تفكير إبداعي"
3249,"over","מעל","فوق"
3250,"over the years","לאורך השנים","على مر السنين"
3251,"over there","שם, לשם","إلى هناك"
3252,"overalls (n)","סרבל","أفرول, بدلة العمل"
3253,"overcome","להתגבר על","يتغلب على"
3254,"overcook","לבשל יותר מדי","يطبخ أكثر من اللازم"
3255,"overcrowded","צפוף מאוד","مكتظ"
3256,"overeat","לאכול יותר מדי","يأكل أكثر من اللازم"
3257,"overfed","מואכל יותר מדי","مُطعم أكثر من اللازم"
3258,"overjoyed","שמח מאוד","مبتهج جداً"
3259,"overpaid","מקבל שכר גבוה מדי","يتقاضى أكثر من اللازم"
3260,"overpriced","יקר מדי","مبالغ في سعره"
3262,"oversleep","לישון יותר מדי","ينام أكثر من اللازم"
3263,"overtime","שעות נוספות","وقت إضافي"
3264,"overweight","עודף משקל","زائد الوزن"
3265,"owe","לחוב, להיות חייב ל-","يدين"
3266,"owl (n)","ינשוף","بومة"
3267,"own (adj)","עצמי, בעצמו","خاص"
3268,"own (v)","להיות בעלים","يملك"
3269,"owner","בעלים","صاحب, مالك"
3270,"owner (n)","בעלים","صاحب, مالك"
3271,"ownership","בעלות","ملكية"
3272,"oxygen","חמצן","أوكسجين"
3273,"Pacific Ocean","האוקיינוס השקט","المحيط الهادي"
3274,"pack (v)","לארוז","يحزم"
3275,"pads","מגיני ברכיים","واقيات الركبة"
3276,"page","עמוד","صفحة"
3277,"page (n)","עמוד, דף","صفحة"
3278,"pages","עמודים","صفحات"
3279,"paid (past tense of pay)","שילם","دفع"
3280,"paid back","שילם חזרה","أعاد"
3281,"pain","כאב","ألم"
3282,"painful","כואב","مؤلم"
3283,"paint (v)","לצבוע","يرسم"
3284,"painted","צבע, צייר","رسم, لوّن"
3285,"painter","צייר","رسام"
3286,"painter (n)","צייר","رسام"
3287,"painting (n)","ציור","لوحة"
3288,"paints","צבעים, צובע","ألوان, يرسم"
3289,"pair","זוג","زوج"
3290,"pair (n)","זוג","زوج"
3291,"pair of shoes","זוג נעליים","زوج من الأحذية"
